what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1309314703861
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1309314703861
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1309314703861
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1309314703861
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1309314703862
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1309314703863
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1309314703864
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.100.v20110519,"org.eclipse.equinox.p2.artifact.repository",1309314703864
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1309314703865
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110504-1715,"org.eclipse.equinox.p2.director",1309314703871
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1309314703872
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1309314703873
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1309314703873
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1309314703875
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1309314703875
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1309314703886
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1309314703896
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1309314703896
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1309314703901
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.0.v20110511,"org.eclipse.equinox.p2.touchpoint.eclipse",1309314703901
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1309314703901
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1309314703908
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1309314703908
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1309314703909
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1309314703909
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1309314703911
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1309314703911
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1309314703911
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1309314703911
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1309314703912
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1309314703912
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1309314703912
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1309314703912
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1309314703912
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1309314703912
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1309314703912
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1309314703912
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1309314703912
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1309314703913
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1309314703913
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1309314703920
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1309314703920
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1309314703920
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1309314703920
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1309314703920
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1309314703920
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1309314703920
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1309314703920
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1309314703920
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1309314703920
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1309314703920
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1309314703920
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1309314703920
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1309314703920
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1309314703922
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1309314703922
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1309314703922
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1309314703922
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1309314703922
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1309314703922
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1309314703922
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1309314703922
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1309314703922
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1309314703922
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1309314703922
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1309314703922
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1309314703922
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1309314703922
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1309314703922
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1309314703922
started,bundle,com.python.pydev.analysis,2.2.0.2011062419,"com.python.pydev.analysis",1309314703922
started,bundle,org.python.pydev,2.2.0.2011062419,"org.python.pydev",1309314703922
started,bundle,org.python.pydev.core,2.2.0.2011062419,"org.python.pydev.core",1309314703922
os,sysinfo,,,"win32",1309314703927
arch,sysinfo,,,"x86",1309314703927
ws,sysinfo,,,"win32",1309314703927
locale,sysinfo,,,"zh_CN",1309314703927
processors,sysinfo,,,"2",1309314703927
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1309314703927
java.runtime.version,sysinfo,,,"1.7.0-ea-b124",1309314703927
java.specification.name,sysinfo,,,"Java Platform API Specification",1309314703927
java.specification.vendor,sysinfo,,,"Oracle Corporation",1309314703927
java.specification.version,sysinfo,,,"1.7",1309314703927
java.vendor,sysinfo,,,"Oracle Corporation",1309314703927
java.version,sysinfo,,,"1.7.0-ea",1309314703927
java.vm.info,sysinfo,,,"mixed mode, sharing",1309314703927
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1309314703927
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1309314703927
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1309314703927
java.vm.specification.version,sysinfo,,,"1.7",1309314703927
java.vm.vendor,sysinfo,,,"Oracle Corporation",1309314703927
java.vm.version,sysinfo,,,"20.0-b05",1309314703927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309314748391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309314753544
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1309314768304
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1309314768415
started,bundle,org.python.pydev.parser,2.2.0.2011062419,"org.python.pydev.parser",1309314797422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315123501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1309315123601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315130561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315131965
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1309315132008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315145998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315164021
started,bundle,org.python.pydev.red_core,2.2.0.2011062419,"org.python.pydev.red_core",1309315164114
opened,view,org.python.pydev,2.2.0.2011062419,"org.python.pydev.navigator.view",1309315164536
activated,view,org.python.pydev,2.2.0.2011062419,"org.python.pydev.navigator.view",1309315164868
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1309315164871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1309315164871
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1309315165884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315170297
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1309315227136
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1309315227480
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1309315227747
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1309315227747
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1309315227798
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1309315227855
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.500.v201012020700,"org.eclipse.jst.j2ee.navigator.ui",1309315227859
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1309315227992
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1309315227995
started,bundle,org.eclipse.jst.j2ee.core,1.2.100.v201105122000,"org.eclipse.jst.j2ee.core",1309315228074
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1309315228135
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1309315228175
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1309315228187
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1309315228233
started,bundle,org.eclipse.jst.j2ee,1.1.500.v201105122000,"org.eclipse.jst.j2ee",1309315228288
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1309315229317
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1309315229481
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1309315229539
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1309315232081
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1309315232082
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315234515
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1309315236069
activated,perspective,org.python.pydev,2.2.0.2011062419,"org.python.pydev.ui.PythonPerspective",1309315236356
activated,view,org.python.pydev,2.2.0.2011062419,"org.python.pydev.navigator.view",1309315236366
error,log,,,"Plug-in 'org.python.pydev.debug' contributed an invalid Menu Extension (Path: 'pyGeneralMenu' is invalid): org.python.pydev.debug.pyConfigureException",1309315236489
started,bundle,org.python.pydev.customizations,2.2.0.2011062419,"org.python.pydev.customizations",1309315241267
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1309315241417
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1309315241424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315250333
started,bundle,com.python.pydev,2.2.0.2011062419,"com.python.pydev",1309315273360
started,bundle,com.python.pydev.refactoring,2.2.0.2011062419,"com.python.pydev.refactoring",1309315273368
started,bundle,org.python.pydev.debug,2.2.0.2011062419,"org.python.pydev.debug",1309315273412
started,bundle,org.python.pydev.django,2.2.0.2011062419,"org.python.pydev.django",1309315273471
started,bundle,org.python.pydev.refactoring,2.2.0.2011062419,"org.python.pydev.refactoring",1309315273671
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1309315273722
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1309315273726
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1309315275449
started,bundle,com.python.pydev.codecompletion,2.2.0.2011062419,"com.python.pydev.codecompletion",1309315276577
opened,editor,org.python.pydev,2.2.0.2011062419,"org.python.pydev.editor.PythonEditor",1309315281714
activated,editor,org.python.pydev,2.2.0.2011062419,"org.python.pydev.editor.PythonEditor",1309315282992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315283545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315287054
started,bundle,org.python.pydev.jython,2.2.0.2011062419,"org.python.pydev.jython",1309315291490
started,bundle,org.eclipse.datatools.sqltools.parsers.sql.query,1.2.0.v201004291415,"org.eclipse.datatools.sqltools.parsers.sql.query",1309315295673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315324715
activated,view,org.python.pydev,2.2.0.2011062419,"org.python.pydev.navigator.view",1309315326808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315335828
opened,editor,org.python.pydev,2.2.0.2011062419,"org.python.pydev.editor.PythonEditor",1309315345018
activated,editor,org.python.pydev,2.2.0.2011062419,"org.python.pydev.editor.PythonEditor",1309315345642
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315345930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315360472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315362759
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309315363929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1309315367340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1309315367528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1309315368404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1309315369941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315371179
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309315371866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315373080
activated,editor,org.python.pydev,2.2.0.2011062419,"org.python.pydev.editor.PythonEditor",1309315377869
activated,editor,org.python.pydev,2.2.0.2011062419,"org.python.pydev.editor.PythonEditor",1309315379220
closed,editor,org.python.pydev,2.2.0.2011062419,"org.python.pydev.editor.PythonEditor",1309315379222
activated,view,org.python.pydev,2.2.0.2011062419,"org.python.pydev.navigator.view",1309315381998
activated,editor,org.python.pydev,2.2.0.2011062419,"org.python.pydev.editor.PythonEditor",1309315384387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315403386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315415752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315418462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315634469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1309315645511
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309315645873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315647338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315651457
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1309315652199
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1309315652929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315655546
activated,view,org.python.pydev,2.2.0.2011062419,"org.python.pydev.navigator.view",1309315665306
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.run",1309315670205
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1309315672104
activated,editor,org.python.pydev,2.2.0.2011062419,"org.python.pydev.editor.PythonEditor",1309315674503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315685088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315687409
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315801419
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315811308
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309315814715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315815836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315819545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1309315975612
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1309315978702
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315978794
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1309315979521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315981689
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1309315993615
